Publication_number,Reference,Journal,Study,Case_study,Country,lab_or_field_experiment,Original_Site,original_decimals_latitude,original_decimals_longtitude,Original_Altitude.m.a.s.l..,Incubation_Site,incubation_decimal_latitudes,incubation_decimal_longtitude,Incubation_Altitude.m.a.s.l..,Incubation_annual_precipitation_.mm.,incubation_site_annual_temperature,Incubation_site_annual_min_temperatur_.degrees_C.,Incubation_site_annual_max_temperatur_.degrees_C.,Tree_species,Clade,Genus,family,natural_wood_or_block,wood_diameter,woody_debris_type,Diameter_range.mm.,wood_size_class,WD_Decay_class,Start_time,Finish_time,Study_duration_months,Treatments_type,Position_to_soil,Wood_density_initial,Stem_dry_matter_content..SDMC..g.g.1.,Wood_initial_Carbon,Wood_initial_Nitrogen,Wood_initial_Phophorus,Wood_initial_Potassium,Wood_initial_Lignin_perc,Wood_initial_Cellulose,Wood_initial_Hemicellulose,Wood_initial_Calcium,Wood_density_afterdecay,Fauna_group,Target_variable,Target_variable_loss_Exclusion,Target_variable_loss_Access,k_Exclusion,k_Access,sd_exclusion,sd_inclusion,n_sample_Exclusion,n_sample_Acess,Bark_status_presence_or_absent,Note..give.more.detailed.on.method.used.to.exclude.invertebrates.,Termites_type,Data_extracted_by
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,France,field,France,44.022167,1.754111,NA,France,44.022167,1.754111,NA,NA,NA,NA,NA,Acer campestre,angiosperm,Acer,Sapindaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,8.147504854,15.74462103,NA,NA,15.56488008,10.30521491,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,France,field,France,44.022167,1.754111,NA,France,44.022167,1.754111,NA,NA,NA,NA,NA,Acer campestre,angiosperm,Acer,Sapindaceae,natural,30,woody,NA,fine,NA,NA,NA,37,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,15.2532631,25.52411296,NA,NA,2.91452082,17.31987703,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Canada,field,CAN_Toronto,44.034163,-79.536225,NA,CAN_Toronto,44.034163,-79.536225,NA,NA,NA,NA,NA,Acer saccharum,angiosperm,Acer,Sapindaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,14.03543847,9.405465432,NA,NA,3.742058674,1.644242493,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Canada,field,CAN_Toronto,44.034163,-79.536225,NA,CAN_Toronto,44.034163,-79.536225,NA,NA,NA,NA,NA,Acer saccharum,angiosperm,Acer,Sapindaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,13.6161074,15.61371222,NA,NA,8.216672666,4.833106301,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Lamington,-28.22022,153.12639,NA,AUS_Lamington,-28.22022,153.12639,NA,NA,NA,NA,NA,Caldcluvia paniculata,angiosperm,Ackama,Cunoniaceae,natural,30,woody,NA,fine,NA,NA,NA,26,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,34.53374239,17.01275756,NA,NA,4.599011304,43.20715708,2,4,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Lamington,-28.22022,153.12639,NA,AUS_Lamington,-28.22022,153.12639,NA,NA,NA,NA,NA,Caldcluvia paniculata,angiosperm,Ackama,Cunoniaceae,natural,30,woody,NA,fine,NA,NA,NA,30,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,43.46942123,17.20811391,NA,NA,19.81898395,17.9969353,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Lamington,-28.22022,153.12639,NA,AUS_Lamington,-28.22022,153.12639,NA,NA,NA,NA,NA,Caldcluvia paniculata,angiosperm,Ackama,Cunoniaceae,natural,30,woody,NA,fine,NA,NA,NA,35,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,35.99317948,23.26368042,NA,NA,24.63633995,12.18909441,2,4,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Lamington,-28.22022,153.12639,NA,AUS_Lamington,-28.22022,153.12639,NA,NA,NA,NA,NA,Acronychia octandra,angiosperm,Acronychia,Rutaceaeï,natural,30,woody,NA,fine,NA,NA,NA,26,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,44.06406061,63.51670371,NA,NA,17.48873516,2.049667948,4,2,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Lamington,-28.22022,153.12639,NA,AUS_Lamington,-28.22022,153.12639,NA,NA,NA,NA,NA,Acronychia octandra,angiosperm,Acronychia,Rutaceaeï,natural,30,woody,NA,fine,NA,NA,NA,30,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,52.00147425,68.47435377,NA,NA,7.358520027,9.961128091,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Lamington,-28.22022,153.12639,NA,AUS_Lamington,-28.22022,153.12639,NA,NA,NA,NA,NA,Acronychia octandra,angiosperm,Acronychia,Rutaceaeï,natural,30,woody,NA,fine,NA,NA,NA,35,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,67.30649498,74.97775162,NA,NA,13.35299458,33.38906852,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,India,field,IND_high,8.54852,77.389078,NA,IND_high,8.54852,77.389078,NA,NA,NA,NA,NA,Aglaia bourdillonii,angiosperm,Aglaia,Meliaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,22.68705222,21.80900208,NA,NA,7.851372979,5.054968688,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,India,field,IND_high,8.54852,77.389078,NA,IND_high,8.54852,77.389078,NA,NA,NA,NA,NA,Aglaia bourdillonii,angiosperm,Aglaia,Meliaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,42.74849286,35.95858939,NA,NA,6.399065132,7.080446475,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Brisbane,-27.5509,153.051219,NA,AUS_Brisbane,-27.5509,153.051219,NA,NA,NA,NA,NA,Allocasuarina littoralis,gymnosperm,Allocasuarina,Casuarinaceae,natural,30,woody,NA,fine,NA,NA,NA,10,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-3.742842797,6.957590717,NA,NA,1.110075868,6.21505763,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Brisbane,-27.5509,153.051219,NA,AUS_Brisbane,-27.5509,153.051219,NA,NA,NA,NA,NA,Allocasuarina littoralis,gymnosperm,Allocasuarina,Casuarinaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,4.959561938,-1.080905781,NA,NA,5.39759608,1.682590635,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Brisbane,-27.5509,153.051219,NA,AUS_Brisbane,-27.5509,153.051219,NA,NA,NA,NA,NA,Allocasuarina littoralis,gymnosperm,Allocasuarina,Casuarinaceae,natural,30,woody,NA,fine,NA,NA,NA,37,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,0.69568369,32.48514655,NA,NA,4.928667514,25.02432205,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Ireland,field,IRL,51.752,-9.575,NA,IRL,51.752,-9.575,NA,NA,NA,NA,NA,Alnus glutinosa,angiosperm,Alnus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,13,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,30.30825428,35.95909277,NA,NA,9.570524122,4.492489962,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Ireland,field,IRL,51.752,-9.575,NA,IRL,51.752,-9.575,NA,NA,NA,NA,NA,Alnus glutinosa,angiosperm,Alnus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,35,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,51.97611174,50.78801123,NA,NA,8.684998504,9.124367104,6,6,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,USA,field,USA_Oregon,44.230378,-122.228952,NA,USA_Oregon,44.230378,-122.228952,NA,NA,NA,NA,NA,Alnus rubra,angiosperm,Alnus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,13.89162823,8.771532044,NA,NA,1.574838844,7.750308688,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,USA,field,USA_Oregon,44.230378,-122.228952,NA,USA_Oregon,44.230378,-122.228952,NA,NA,NA,NA,NA,Alnus rubra,angiosperm,Alnus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,16.58557564,26.39131048,NA,NA,27.45344387,3.209372005,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Iran,field,IRA,36.533333,53.116667,NA,IRA,36.533333,53.116667,NA,NA,NA,NA,NA,Alnus subcordata,angiosperm,Alnus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,10,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,16.21162598,2.537766295,NA,NA,3.243672035,14.05189847,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Iran,field,IRA,36.533333,53.116667,NA,IRA,36.533333,53.116667,NA,NA,NA,NA,NA,Alnus subcordata,angiosperm,Alnus,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,22,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,19.87953208,24.70808609,NA,NA,16.28684153,3.13361261,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,China,field,CHI_Heishiding,23.45,111.883333,NA,CHI_Heishiding,23.45,111.883333,NA,NA,NA,NA,NA,Altingia chinensis,angiosperm,Altingia,Altingiaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,28.25296679,38.44656592,NA,NA,9.289696193,9.622117294,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,China,field,CHI_Heishiding,23.45,111.883333,NA,CHI_Heishiding,23.45,111.883333,NA,NA,NA,NA,NA,Altingia chinensis,angiosperm,Altingia,Altingiaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,64.03165173,73.31467494,NA,NA,14.7555586,9.96817809,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Ecuador,field,ECU,-3.974584,-79.074871,NA,ECU,-3.974584,-79.074871,NA,NA,NA,NA,NA,Alzatea verticillata,angiosperm,Alzatea,Alzateaceae,natural,30,woody,NA,fine,NA,NA,NA,14,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,39.34121498,43.81110613,NA,NA,14.81358078,4.464028996,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Ecuador,field,ECU,-3.974584,-79.074871,NA,ECU,-3.974584,-79.074871,NA,NA,NA,NA,NA,Alzatea verticillata,angiosperm,Alzatea,Alzateaceae,natural,30,woody,NA,fine,NA,NA,NA,28,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,58.37165028,68.32127318,NA,NA,12.03018557,3.344377047,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,India,field,IND_low,8.596455,77.422404,NA,IND_low,8.596455,77.422404,NA,NA,NA,NA,NA,Anogeissus latifolia,angiosperm,Anogeissus,Combretaceae,natural,30,woody,NA,fine,NA,NA,NA,13,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,17.52506165,22.7782262,NA,NA,6.229208749,4.788870422,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,India,field,IND_low,8.596455,77.422404,NA,IND_low,8.596455,77.422404,NA,NA,NA,NA,NA,Anogeissus latifolia,angiosperm,Anogeissus,Combretaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,51.07177952,52.13636495,NA,NA,1.743583245,6.332968879,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Benin,field,BEN,6.93439,2.142198,NA,BEN,6.93439,2.142198,NA,NA,NA,NA,NA,Anogeissus leiocarpa,angiosperm,Anogeissus,Combretaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,54.45000391,70.38264788,NA,NA,7.581001796,25.08659563,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Benin,field,BEN,6.93439,2.142198,NA,BEN,6.93439,2.142198,NA,NA,NA,NA,NA,Anogeissus leiocarpa,angiosperm,Anogeissus,Combretaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,77.69104359,62.09082675,NA,NA,13.97934254,32.85576871,4,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Benin,field,BEN,6.93439,2.142198,NA,BEN,6.93439,2.142198,NA,NA,NA,NA,NA,Antiaris toxicaria,angiosperm,Antiaris,Moraceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,38.27472304,74.63323222,NA,NA,26.45795331,6.835770905,2,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Benin,field,BEN,6.93439,2.142198,NA,BEN,6.93439,2.142198,NA,NA,NA,NA,NA,Antiaris toxicaria,angiosperm,Antiaris,Moraceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,72.78563856,72.04742862,NA,NA,20.24115431,3.740080934,7,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Brazil,field,BRA_Araucaria,-29.486911,-50.202733,NA,BRA_Araucaria,-29.486911,-50.202733,NA,NA,NA,NA,NA,Araucaria angustifolia,gymnosperm,Araucaria,Araucariaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,14.45563081,18.29121507,NA,NA,2.228924362,2.081045598,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Brazil,field,BRA_Araucaria,-29.486911,-50.202733,NA,BRA_Araucaria,-29.486911,-50.202733,NA,NA,NA,NA,NA,Araucaria angustifolia,gymnosperm,Araucaria,Araucariaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,28.22986916,30.66784293,NA,NA,6.60910139,7.455279091,6,6,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Argentina,field,ARG_Chaco,-27.428667,-58.890393,NA,ARG_Chaco,-27.428667,-58.890393,NA,NA,NA,NA,NA,Albizia inundata,gymnosperm,Arthosamanea,Leguminosae,natural,30,woody,NA,fine,NA,NA,NA,15,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,32.83338374,35.81191668,NA,NA,4.027057471,4.514211151,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Argentina,field,ARG_Chaco,-27.428667,-58.890393,NA,ARG_Chaco,-27.428667,-58.890393,NA,NA,NA,NA,NA,Albizia inundata,angiosperm,Arthosamanea,Leguminosae,natural,30,woody,NA,fine,NA,NA,NA,40,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,55.53540087,68.71023439,NA,NA,31.4615609,NA,3,1,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Perth,-32.243,116.129,NA,AUS_Perth,-32.243,116.129,NA,NA,NA,NA,NA,Banksia grandis,angiosperm,Banksia,Proteaceae,natural,30,woody,NA,fine,NA,NA,NA,27,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,14.41390991,24.54408038,NA,NA,10.44500008,8.027136346,4,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Australia,field,AUS_Perth,-32.243,116.129,NA,AUS_Perth,-32.243,116.129,NA,NA,NA,NA,NA,Banksia grandis,angiosperm,Banksia,Proteaceae,natural,30,woody,NA,fine,NA,NA,NA,43,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,32.9789218,40.58886612,NA,NA,28.78853301,9.930762606,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Canada,field,CAN_Alberta,53.9569,-114.1249,NA,CAN_Alberta,53.9569,-114.1249,NA,NA,NA,NA,NA,Betula papyrifera,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,26,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-15.69532564,0.540299671,NA,NA,15.44956645,17.44114723,9,9,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Canada,field,CAN_PrinceRupert,54.176247,-130.173623,NA,CAN_PrinceRupert,54.176247,-130.173623,NA,NA,NA,NA,NA,Betula papyrifera,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,21.14429883,20.62177574,NA,NA,4.653900856,2.620642767,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Canada,field,CAN_PrinceRupert,54.176247,-130.173623,NA,CAN_PrinceRupert,54.176247,-130.173623,NA,NA,NA,NA,NA,Betula papyrifera,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,17.47186893,16.58531342,NA,NA,6.171695519,9.691332778,6,6,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Canada,field,CAN_Quebec,47.308306,-71.162692,NA,CAN_Quebec,47.308306,-71.162692,NA,NA,NA,NA,NA,Betula papyrifera,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-35.44882815,-33.75891939,NA,NA,8.926589671,1.407089116,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Canada,field,CAN_Quebec,47.308306,-71.162692,NA,CAN_Quebec,47.308306,-71.162692,NA,NA,NA,NA,NA,Betula papyrifera,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,28.30384927,0.974587912,NA,NA,15.41183521,4.423906564,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Canada,field,CAN_Quebec,47.308306,-71.162692,NA,CAN_Quebec,47.308306,-71.162692,NA,NA,NA,NA,NA,Betula papyrifera,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,36,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,-0.97154868,17.01967276,NA,NA,29.61776281,5.099344718,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Canada,field,CAN_Smithers,54.724476,-127.176625,NA,CAN_Smithers,54.724476,-127.176625,NA,NA,NA,NA,NA,Betula papyrifera,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,6.877499086,0.980225925,NA,NA,16.14518821,11.81314817,9,9,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Canada,field,CAN_Terrace,54.609208,-128.644654,NA,CAN_Terrace,54.609208,-128.644654,NA,NA,NA,NA,NA,Betula papyrifera,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,25,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,22.22797024,15.56488324,NA,NA,17.20033516,14.35300913,9,9,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Finland,field,FIN,62.6605,28.984389,NA,FIN,62.6605,28.984389,NA,NA,NA,NA,NA,Betula pendula,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,12,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,2.532552365,1.213143778,NA,NA,0.896908082,0.422134633,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
9,Seibold et al 2021,Nature,The contribution of insects to global forest deadwood decomposition,closed vs uncaged,Finland,field,FIN,62.6605,28.984389,NA,FIN,62.6605,28.984389,NA,NA,NA,NA,NA,Betula pendula,angiosperm,Betula,Betulaceae,natural,30,woody,NA,fine,NA,NA,NA,24,physical,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Termites,mass loss,25.4616324,-9.903599231,NA,NA,18.0749517,51.41759092,3,3,present,fauna was excluded by cages with 0.5 mm mesh sizes,NA,Denis Mburu Njoroge
